;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1;Theta O1;Alpha O1;Beta O1;Delta PO7;Theta PO7;Alpha PO7;Beta PO7;Delta O2;Theta O2;Alpha O2;Beta O2;Delta PO8;Theta PO8;Alpha PO8;Beta PO8;Delta PO3;Theta PO3;Alpha PO3;Beta PO3;Delta PO4;Theta PO4;Alpha PO4;Beta PO4;Delta_1;Theta_1;Alpha_1;Beta_1
2S11;Resting Open;0.031037664;0.021963379;0.009985337;0.023493716;0.031825908;0.02380577;0.012101425;0.029384731;0.033163255;0.025564598;0.013265228;0.033605972;0.027544667;0.020538294;0.010103149;0.021357642;0.031079578;0.021285317;0.011834217;0.02924677;0.041211451;0.034153105;0.016482014;0.031631447;0.037339241;0.028687061;0.01569029;0.02913977;8.76578;0.29203;-7.34519;-2.06529
2S12;Resting Open;0.017282018;0.019439632;0.027637907;0.031915685;0.018297573;0.021175424;0.031773328;0.033919017;0.015521301;0.019301599;0.032614075;0.038189267;0.017210684;0.01958111;0.031919775;0.035808093;0.018386154;0.019803075;0.027023308;0.055268959;0.023537212;0.024059487;0.032669902;0.026991843;0.022048538;0.024077945;0.028672697;0.028576887;0.2616;-2.15813;-3.05363;1.26046
2S13;Resting Open;0.028271141;0.026132118;0.028182309;0.031646598;0.032149265;0.030446587;0.036630845;0.040288416;0.032193945;0.032934804;0.034904741;0.040716962;0.024739215;0.023226324;0.028013867;0.033281433;0.02135303;0.020270649;0.040493211;0.046411998;0.033051522;0.030436862;0.03502497;0.037448109;0.02963954;0.025346413;0.029964674;0.032403324;6.07339;1.29191;-2.46024;2.12225
2S1;Resting;0.0095048;0.013388345;0.023730115;0.052762467;0.010618192;0.014375138;0.028734727;0.058661413;0.012375611;0.017174891;0.028170596;0.065208764;0.008709237;0.012615887;0.023903141;0.054926087;0.007770837;0.014546873;0.02646135;0.069053086;0.013880204;0.018647268;0.034106151;0.072577332;0.013125448;0.017654987;0.030958361;0.075909372;-4.57265;-5.75573;-3.73765;14.3195
2S2;Resting;0.012160301;0.029193852;0.048515521;0.030950838;0.009121581;0.026012776;0.063955755;0.030446727;0.010438808;0.027801561;0.082782913;0.035560962;0.007890178;0.022869953;0.057525171;0.029453118;0.011567272;0.022517048;0.054968991;0.025311086;0.01076513;0.0235645;0.081346752;0.030187967;0.009292728;0.021581085;0.08093841;0.030393314;-4.9123;0.0767583;5.14315;-1.00257
2S3;Resting;0.007764093;0.012516312;0.062456801;0.020256504;0.007107789;0.013438782;0.080843657;0.019115293;0.00682464;0.015206905;0.106298154;0.019475413;0.006194634;0.010245765;0.05496638;0.017310072;0.004973527;0.008263834;0.05034668;0.014521704;0.009329592;0.017740179;0.125151647;0.029049942;0.008055437;0.012714694;0.079635916;0.026803619;-6.72766;-7.57463;8.01805;-5.36386
2S4;Resting;0.023255999;0.020054514;0.045923214;0.015566957;0.025120391;0.021801345;0.060502225;0.019014492;0.029626633;0.027082951;0.104121653;0.027475515;0.010842441;0.013123763;0.051155568;0.012579903;0.012549161;0.011994349;0.06832387;0.013997385;0.022604812;0.01935942;0.09215899;0.022920847;0.015940931;0.014529308;0.077165768;0.01837786;0.766021;-4.29252;5.74717;-6.47613
2S5;Resting;0.005013728;0.00664728;0.065989865;0.015350399;0.006103417;0.007870734;0.102375906;0.016841981;0.005719019;0.010720453;0.165489643;0.020155521;0.00468612;0.006562915;0.079185618;0.017066163;0.004742755;0.006697074;0.108420634;0.018482316;0.006073744;0.008251831;0.099011452;0.017509493;0.004866356;0.006987545;0.071902977;0.016593871;-7.82103;-10.7496;12.3525;-7.04768
2S6;Resting;0.012944417;0.01984613;0.046201583;0.039576833;0.014124228;0.020682863;0.050967252;0.042085986;0.014249894;0.022869862;0.054022794;0.046667217;0.018783859;0.024086616;0.045282893;0.036044647;0.016427789;0.022747217;0.054716137;0.034074148;0.009635624;0.020949481;0.058226511;0.038826302;0.012476471;0.02312151;0.059549143;0.036804315;-2.44489;-1.46275;2.06002;3.09689
2S7;Resting;0.010930859;0.018795424;0.037929764;0.047777715;0.015667871;0.018069088;0.03392256;0.05070991;0.018247307;0.021768597;0.032176243;0.054288037;0.012672042;0.019593749;0.06244054;0.06141484;0.040397313;0.018528565;0.030561392;0.026933305;0.018731066;0.022474072;0.032628983;0.040904787;0.018158122;0.020276039;0.043674653;0.033367428;0.558615;-2.93528;-0.681699;5.99629
2S8;Resting;0.007051815;0.016425505;0.066425672;0.018701188;0.007394144;0.015663026;0.072760472;0.019362714;0.007761282;0.017366737;0.100260956;0.021455306;0.006532415;0.017187831;0.072740192;0.018603754;0.007362603;0.018752874;0.077018154;0.018962165;0.008213506;0.021796002;0.089776754;0.019943062;0.008321746;0.027472204;0.091761955;0.018684129;-6.50059;-3.24449;8.64385;-6.10822
2S9;Resting;0.006461121;0.011724852;0.048258114;0.029166849;0.006597269;0.012888837;0.065735391;0.034380716;0.007682958;0.012605553;0.081196416;0.040319368;0.00643827;0.011193178;0.059761397;0.03304979;0.004554157;0.00905398;0.065815081;0.037620951;0.008496225;0.015560234;0.095871588;0.045089729;0.006968211;0.011773341;0.087169588;0.039119907;-6.99034;-7.97259;6.11043;1.89258
2S10;Resting;0.004902422;0.007917356;0.080046051;0.009615468;0.005731072;0.008561305;0.10293231;0.011169336;0.006007837;0.009530227;0.102223751;0.010858974;0.00367738;0.006828847;0.083579386;0.009818523;0.003600011;0.006799002;0.076763783;0.010439514;0.007574516;0.010393977;0.13424268;0.013761574;0.006489689;0.009410123;0.141589089;0.013574915;-7.78888;-10.2303;13.5127;-9.8504
2S11;Resting;0.027863328;0.023799624;0.018234168;0.02719102;0.029413424;0.026186167;0.020056509;0.029953058;0.033792586;0.02539606;0.020601857;0.02757741;0.024320271;0.020946629;0.017764449;0.02618924;0.025794634;0.022501235;0.022052779;0.039232193;0.040412907;0.031023166;0.02878211;0.032054064;0.033382612;0.02799204;0.027171958;0.042559657;7.13768;0.497929;-5.17628;-0.401802
2S12;Resting;0.004418553;0.014872831;0.06030568;0.007368621;0.004786827;0.015904645;0.081373179;0.00758108;0.006187199;0.018393406;0.090401207;0.007539211;0.004052579;0.016685088;0.0702938;0.00729415;0.005307016;0.01944685;0.087790311;0.006115684;0.006530442;0.02560065;0.139697875;0.009771178;0.00632842;0.029932366;0.12357158;0.010059807;-7.79879;-2.69353;10.7802;-11.3807
2S13;Resting;0.005427338;0.017296859;0.071034367;0.015301688;0.006431154;0.01855525;0.096549833;0.017792074;0.005530665;0.014935766;0.07456258;0.015090474;0.006264123;0.018720381;0.085203576;0.018073917;0.007668744;0.019049455;0.147403277;0.025937317;0.006436579;0.017616479;0.087391227;0.017272536;0.006753651;0.018708606;0.100162077;0.020138436;-7.16606;-4.11083;11.7905;-6.62493
2S1;Contrast right;0.024635965;0.036473891;0.017156721;0.039867931;0.02373727;0.03323696;0.019291569;0.049756682;0.019979901;0.02118782;0.01729369;0.050625481;0.021706044;0.032957245;0.014194566;0.046732846;0.020852909;0.028131348;0.013089915;0.058140451;0.030086243;0.036844151;0.023154915;0.047207858;0.03002245;0.042253498;0.017856511;0.056425331;3.55165;5.49567;-6.15351;7.72232
2S2;Contrast right;0.014043564;0.055111073;0.026288005;0.048419819;0.013393433;0.050274548;0.025849085;0.046454726;0.013749774;0.048579966;0.030240204;0.056956954;0.009487209;0.048996998;0.02668369;0.053149154;0.01125753;0.034332683;0.023489094;0.050615193;0.015084422;0.049536231;0.02247342;0.039396106;0.010993992;0.040414424;0.021705135;0.039548158;-3.53496;13.7403;-4.18777;6.99758
2S3;Contrast right;0.033989793;0.0375791;0.025907125;0.027454643;0.024712292;0.035079569;0.030076977;0.028924643;0.026125299;0.031116962;0.040462093;0.031227958;0.024834996;0.03221949;0.019956474;0.024398185;0.014521601;0.024000658;0.014756249;0.019412438;0.041670808;0.042548417;0.05133604;0.037663823;0.027267388;0.034780195;0.032754728;0.029671006;5.25062;5.69845;-3.23969;-1.86916
2S4;Contrast right;0.035586885;0.036596269;0.023281683;0.021371539;0.041230646;0.044604479;0.025821022;0.025744697;0.053242311;0.048638792;0.029442482;0.029503523;0.025670206;0.023080059;0.022395323;0.019401043;0.021764129;0.018563339;0.020179851;0.018223163;0.045689816;0.038593793;0.027563334;0.025909352;0.03350281;0.029556321;0.032348999;0.027973738;10.5296;5.44834;-4.21504;-3.95113
2S5;Contrast right;0.027283689;0.028096121;0.019438479;0.038722174;0.040149316;0.032825569;0.017415445;0.038028685;0.024876407;0.028957372;0.016568145;0.039700218;0.024751109;0.029363643;0.017188757;0.036438206;0.023918191;0.025321561;0.015085956;0.034533003;0.029747394;0.030070271;0.018040078;0.034654753;0.026052266;0.031343045;0.018165753;0.032737518;5.78766;3.0831;-6.07222;1.81674
2S6;Contrast right;0.011662252;0.020445447;0.028090775;0.061083972;0.011127563;0.019237233;0.029105433;0.064731523;0.009649021;0.015845164;0.028569203;0.066530515;0.012092502;0.02247943;0.026391518;0.0590611;0.010972838;0.019080824;0.02762781;0.065297616;0.01196367;0.020391867;0.036716171;0.069824496;0.011475783;0.020365859;0.036150231;0.077243995;-4.22568;-2.97184;-3.14168;15.4384
2S7;Contrast right;0.026831219;0.027805066;0.018667603;0.031316433;0.024676955;0.029107249;0.021408443;0.03746735;0.024215265;0.025439829;0.022773054;0.041530407;0.040957285;0.029584232;0.015267929;0.024247223;0.025022188;0.020459773;0.01121807;0.019429335;0.045853341;0.03622787;0.023713179;0.031479522;0.033319489;0.029373099;0.017345505;0.022005302;7.75238;2.22902;-5.85717;-1.18463
2S8;Contrast right;0.013053355;0.052511794;0.024489665;0.030861077;0.015331503;0.056905016;0.024653382;0.03112154;0.018943853;0.063638983;0.025576133;0.03184104;0.013875534;0.050719415;0.022233714;0.029122259;0.016305854;0.044885998;0.021423555;0.033169125;0.016349349;0.061331159;0.024766988;0.028858858;0.014497551;0.052158323;0.024696008;0.025394092;-1.77937;18.7499;-4.55196;-1.17613
2S9;Contrast right;0.017043006;0.025268757;0.020803876;0.047770565;0.019726851;0.028270884;0.022500831;0.052739235;0.019319215;0.029286474;0.021959696;0.060298197;0.016138933;0.025571481;0.020416702;0.04887823;0.010251552;0.020026288;0.015763158;0.050632368;0.023205037;0.029313677;0.02957644;0.057515337;0.020676451;0.028205669;0.02628664;0.049609789;-0.315764;1.13051;-4.98691;9.15412
2S10;Contrast right;0.013464654;0.017640221;0.04152834;0.024493235;0.01565996;0.021188311;0.051803239;0.031349667;0.016665378;0.023474901;0.062120273;0.03510739;0.010579624;0.016362201;0.039876547;0.019841071;0.01086513;0.01671173;0.045313931;0.02180457;0.023129786;0.027484632;0.077582517;0.030468596;0.019527938;0.022948023;0.067868976;0.024812568;-1.76992;-2.48692;2.31089;-2.6099
2S11;Contrast right;0.026927246;0.024441549;0.009836396;0.016760913;0.031521917;0.028345096;0.0097793;0.017841419;0.030881592;0.02636858;0.009428213;0.017646685;0.026420588;0.021739893;0.009492095;0.017175584;0.029901038;0.022925571;0.010232571;0.024649896;0.04394829;0.033324291;0.013099587;0.021590422;0.046097145;0.029684852;0.012306654;0.019821499;8.94946;1.28896;-7.79525;-6.2063
2S12;Contrast right;0.017950999;0.030860336;0.032599701;0.037793953;0.019730705;0.031037639;0.036802118;0.044394852;0.018420993;0.027300362;0.038539286;0.03642752;0.017399119;0.026718138;0.031310115;0.037882162;0.011801108;0.019398012;0.026130027;0.028510509;0.02353836;0.034693723;0.046404176;0.028660417;0.021053462;0.026517386;0.03369152;0.025290508;0.00966433;1.99491;-1.99979;0.884881
2S13;Contrast right;0.023432468;0.030807451;0.02913316;0.035580911;0.025827309;0.028010255;0.031081288;0.048169493;0.024797665;0.028810531;0.03080137;0.049160731;0.019941033;0.025791312;0.028293519;0.037689567;0.018407879;0.025040907;0.031237877;0.050537798;0.025033446;0.029005619;0.029031897;0.046777701;0.023164409;0.034052721;0.030040326;0.043325858;2.65599;2.6806;-3.14021;5.33878
